1,1,1,1,21
2,1,2,0,0
2,2,1,0,0
3,2,2,0,0
3,3,1,0,0
4,3,2,10,0
4,4,1,0,0
5,4,2,0,0
4,5,1,0,0
6,5,2,0,0
3,6,1,0,0
7,7,1,0,0
7,8,1,21,0
9,8,2,20,0
9,9,1,0,0
10,9,2,0,0
10,10,1,0,0
11,10,2,0,0
11,11,1,0,0
14,11,2,0,0
13,9,2,0,0
8,7,2,0,0
