5,6,3,0,100
6,7,1,0,1
6,9,1,0,2
8,12,1,0,3
8,10,1,0,4
10,11,1,0,5
8,13,1,0,6
6,8,1,0,7
13,1,4,0,100
9,2,4,0,100
13,4,5,0,100
13,3,2,0,100
