96,139,0.035356799,108
54,117,0.035966399,90
87,208,0.036271199,98
36,206,0.036575999,36
20,236,0.036575999,47
189,290,0.036575999,244
74,148,0.036880799,82
181,72,0.036880799,264
108,12,0.037490399,229
128,87,0.037795199,144
144,271,0.037795199,168
196,292,0.037795199,252
102,107,0.038099999,115
170,47,0.038099999,205
2,21,0.038404799,2
39,132,0.038404799,222
7,28,0.039014399,51
134,53,0.039319199,152
220,240,0.039319199,296
35,100,0.039623999,35
156,116,0.039623999,184
204,120,0.039623999,268
206,35,0.039623999,273
123,171,0.039928799,139
193,291,0.040233599,249
26,260,0.040538399,242
192,159,0.040538399,248
94,201,0.040843199,106
114,257,0.041147999,159
176,134,0.041147999,224
135,181,0.041452799,153
148,273,0.041452799,172
45,270,0.041452799,293
16,138,0.041757599,16
159,51,0.041757599,188
46,126,0.042062399,48
162,99,0.042062399,196
210,135,0.042062399,282
22,60,0.042367199,22
93,295,0.042367199,274
78,100,0.042976799,86
41,104,0.043281599,41
221,232,0.043281599,298
51,238,0.043586399,54
6,95,0.044195999,6
79,156,0.044195999,87
145,272,0.044500799,169
166,140,0.044805599,201
204,89,0.044805599,270
27,230,0.045110399,27
32,18,0.045719999,32
139,269,0.045719999,162
8,224,0.046634399,8
22,127,0.047243998,297
140,192,0.047548798,164
155,213,0.047853598,257
56,34,0.048158398,59
137,266,0.048158398,155
94,2,0.048463198,190
181,286,0.048463198,230
151,279,0.048463198,232
124,49,0.048463198,263
150,85,0.048463198,272
76,245,0.049072798,84
142,25,0.049072798,166
182,288,0.049072798,233
11,240,0.049682398,64
132,161,0.049682398,148
213,210,0.050291998,286
33,203,0.050596798,33
164,279,0.050596798,199
203,59,0.050596798,267
82,8,0.050901598,91
188,155,0.051206398,243
118,191,0.051511198,132
119,260,0.051815998,133
160,12,0.052120798,193
67,189,0.052425598,72
126,218,0.052425598,142
13,219,0.052730398,13
143,164,0.053035198,167
106,79,0.053644798,119
115,195,0.053949598,129
201,58,0.053949598,259
127,209,0.054254398,143
130,1,0.054559198,146
158,80,0.054559198,187
120,254,0.054863998,215
169,133,0.055168798,204
174,243,0.055778398,218
77,198,0.056083198,85
49,243,0.056387998,79
52,202,0.056387998,160
52,5,0.056387998,197
105,89,0.056692798,125
147,78,0.056997598,171
103,27,0.056997598,236
61,197,0.057911998,65
42,194,0.057911998,211
15,215,0.058216798,246
15,115,0.059131198,15
5,11,0.059435998,5
93,251,0.059435998,105
11,131,0.059740798,11
69,17,0.059740798,74
59,198,0.059740798,206
10,84,0.059740798,213
94,284,0.060045598,220
148,56,0.060045598,234
14,225,0.060350398,14
31,102,0.060350398,31
85,141,0.060350398,96
95,214,0.060350398,107
4,222,0.060655198,4
55,14,0.060959998,58
4,174,0.060959998,163
5,268,0.061264798,161
141,270,0.061264798,165
161,75,0.061264798,195
17,121,0.061569598,17
34,19,0.061874398,34
45,55,0.061874398,46
195,4,0.061874398,251
109,221,0.062483998,122
209,169,0.062788798,281
219,299,0.064007998,295
9,23,0.064617598,9
71,15,0.064617598,78
89,247,0.064617598,101
131,245,0.064617598,147
180,163,0.064922398,262
169,290,0.064922398,277
39,233,0.065836798,39
90,248,0.066751198,102
84,20,0.067055998,95
86,110,0.067055998,97
47,204,0.067360798,49
50,126,0.067360798,214
116,259,0.068579998,130
1,119,0.069189598,1
137,267,0.069494398,158
73,114,0.070408798,94
57,182,0.070713598,60
202,296,0.070713598,283
27,3,0.071932798,181
185,214,0.071932798,239
103,207,0.072847198,136
72,244,0.073151998,80
187,186,0.073151998,241
186,289,0.073761598,240
197,109,0.074066398,253
44,188,0.074371198,45
103,30,0.074675998,116
37,232,0.075590398,37
62,9,0.075590398,66
168,6,0.075590398,203
18,98,0.077723998,18
98,38,0.077723998,110
26,229,0.078028798,26
42,234,0.078333597,43
116,91,0.078333597,280
70,167,0.078638397,76
40,36,0.078943197,40
88,151,0.081076797,99
21,226,0.081381597,21
120,64,0.081991197,134
45,185,0.082295997,189
22,48,0.082600797,77
167,26,0.082600797,275
211,37,0.083210397,284
175,211,0.084124797,294
64,91,0.088391997,68
177,162,0.090830397,225
12,41,0.091439997,12
101,255,0.091439997,114
61,10,0.091744797,69
20,70,0.091744797,258
27,153,0.092659197,186
191,62,0.092659197,247
99,252,0.092963997,111
42,254,0.093573597,113
38,216,0.095097597,38
216,297,0.095707197,289
105,256,0.096011997,118
180,101,0.096621597,228
118,274,0.097840797,174
66,173,0.098450397,71
99,229,0.098755197,194
155,277,0.103936797,183
63,241,0.106679997,67
207,177,0.108813597,276
68,242,0.109118397,73
3,217,0.110642396,3
173,212,0.111556796,291
212,8,0.112166396,285
153,186,0.118871996,180
30,165,0.119481596,30
200,172,0.124358396,256
146,293,0.127406396,265
110,200,0.130759196,123
217,298,0.130759196,290
172,24,0.147523195,210
152,63,0.181660794,177
24,83,0.197205594,24
178,261,0.340766388,226
