0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.133802041395140 + 0.00540566833905066i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.133802041395140 + 0.00540566833905066i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.133802041395140 + 0.00538533499942670i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101097092977014 + 0.293660025451364i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00538533499942670i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00538533499942670i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00538533499942670i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00538533499942670i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00538533499942670i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00538533499942670i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.133802041395140 + 0.00538533499942670i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.133802041395140 + 0.00540566833905066i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i,0.133802041395140 + 0.00540566833905066i,0.00000000000000 + 0.00000000000000i,0.101967012646147 + 0.343866817784141i,0.101967012646147 + 0.343866817784141i
0.979280998966038 + 0.799083353217212i,0.654925236618150 + 0.851278533365148i,0.693844214658748 + 0.250350744119179i,0.693844214658748 + 0.250350744119179i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.00000000000000 + 0.00000000000000i,0.693844214658748 + 0.250350744119179i,0.275578123757258 + 0.755587369760598i,1.45773681698879 + 0.838229738328164i,0.00000000000000 + 0.00000000000000i,0.651197009464726 + 0.799083353217212i,0.693844214658748 + 0.250350744119179i,0.653061123041438 + 0.781684959834566i,1.45773681698879 + 0.838229738328164i,0.653061123041438 + 0.781684959834566i,0.377545136403404 + 0.755587369760598i,0.653061123041438 + 0.781684959834566i,0.377545136403404 + 0.755587369760598i,0.00000000000000 + 0.00000000000000i,0.693844214658748 + 0.250350744119179i,0.208532172114849 + 0.714576871072934i,0.979280998966038 + 0.799083353217212i,0.693844214658748 + 0.250350744119179i,1.45773681698879 + 0.838229738328164i,0.208532172114849 + 0.714576871072934i,0.979280998966038 + 0.799083353217212i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.693844214658748 + 0.250350744119179i,1.45773681698879 + 0.838229738328164i,0.653061123041438 + 0.781684959834566i,0.653061123041438 + 0.781684959834566i,0.377545136403404 + 0.755587369760598i,0.979280998966038 + 0.799083353217212i,0.979280998966038 + 0.799083353217212i,0.275578123757258 + 0.755587369760598i,0.653061123041438 + 0.781684959834566i,1.45773681698879 + 0.838229738328164i,0.651197009464726 + 0.799083353217212i,0.651197009464726 + 0.799083353217212i,0.653061123041438 + 0.781684959834566i,0.693844214658748 + 0.250350744119179i,0.693844214658748 + 0.250350744119179i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.00000000000000 + 0.00000000000000i,0.377545136403404 + 0.755587369760598i,0.275578123757258 + 0.755587369760598i,0.693844214658748 + 0.250350744119179i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.377545136403404 + 0.755587369760598i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.651197009464726 + 0.786034558180227i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.377545136403404 + 0.755587369760598i,0.653061123041438 + 0.781684959834566i,0.654925236618150 + 0.851278533365148i,0.653061123041438 + 0.781684959834566i,0.208532172114849 + 0.714576871072934i,0.00000000000000 + 0.00000000000000i,0.275578123757258 + 0.755587369760598i,0.275578123757258 + 0.755587369760598i,0.693844214658748 + 0.250350744119179i,0.248942077016704 + 0.200744395438831i,0.208532172114849 + 0.714576871072934i,0.00000000000000 + 0.00000000000000i,1.45587270341207 + 0.842579336673825i,0.208532172114849 + 0.714576871072934i,0.693844214658748 + 0.250350744119179i,0.377545136403404 + 0.755587369760598i,0.275578123757258 + 0.755587369760598i,0.208532172114849 + 0.714576871072934i,0.693844214658748 + 0.250350744119179i,1.45773681698879 + 0.838229738328164i,1.45773681698879 + 0.838229738328164i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.653061123041438 + 0.781684959834566i,1.45773681698879 + 0.838229738328164i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.654925236618150 + 0.851278533365148i,0.377545136403404 + 0.755587369760598i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.00000000000000 + 0.00000000000000i,0.693844214658748 + 0.250350744119179i,0.653061123041438 + 0.781684959834566i,0.208532172114849 + 0.714576871072934i,0.653061123041438 + 0.781684959834566i,0.418576129497409 + 0.223859402590060i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.00000000000000 + 0.00000000000000i,0.377545136403404 + 0.755587369760598i,0.693844214658748 + 0.250350744119179i,0.653061123041438 + 0.781684959834566i,0.693844214658748 + 0.250350744119179i,0.00000000000000 + 0.00000000000000i,0.979280998966038 + 0.799083353217212i,0.653061123041438 + 0.781684959834566i,0.00000000000000 + 0.00000000000000i,0.651197009464726 + 0.786034558180227i,0.653061123041438 + 0.781684959834566i,0.653061123041438 + 0.781684959834566i,0.979280998966038 + 0.799083353217212i,0.275578123757258 + 0.755587369760598i,0.00000000000000 + 0.00000000000000i,1.45773681698879 + 0.838229738328164i,0.693844214658748 + 0.250350744119179i,0.651197009464726 + 0.799083353217212i,0.693844214658748 + 0.250350744119179i,0.377545136403404 + 0.755587369760598i,1.45773681698879 + 0.838229738328164i,0.275578123757258 + 0.755587369760598i,0.275578123757258 + 0.755587369760598i,0.418576129497409 + 0.223859402590060i,0.653061123041438 + 0.781684959834566i,0.654925236618150 + 0.851278533365148i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.654925236618150 + 0.851278533365148i,1.45773681698879 + 0.838229738328164i,0.976795514197089 + 0.804054322755110i,0.00000000000000 + 0.00000000000000i,0.208532172114849 + 0.714576871072934i,0.979280998966038 + 0.799083353217212i,0.248942077016704 + 0.200744395438831i,0.377545136403404 + 0.755587369760598i,0.208532172114849 + 0.714576871072934i,0.248942077016704 + 0.200744395438831i,0.653061123041438 + 0.781684959834566i,0.651197009464726 + 0.786034558180227i,0.653061123041438 + 0.781684959834566i,0.248942077016704 + 0.200744395438831i,0.653061123041438 + 0.781684959834566i,0.208532172114849 + 0.714576871072934i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.979280998966038 + 0.799083353217212i,0.00000000000000 + 0.00000000000000i,1.45773681698879 + 0.838229738328164i,1.45773681698879 + 0.838229738328164i,0.653061123041438 + 0.781684959834566i,0.00000000000000 + 0.00000000000000i,0.651197009464726 + 0.786034558180227i,0.00000000000000 + 0.00000000000000i,0.693844214658748 + 0.250350744119179i,0.654925236618150 + 0.851278533365148i,0.377545136403404 + 0.755587369760598i,0.653061123041438 + 0.781684959834566i,0.693844214658748 + 0.250350744119179i,0.653061123041438 + 0.781684959834566i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,1.45773681698879 + 0.838229738328164i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,1.45773681698879 + 0.838229738328164i,0.653061123041438 + 0.781684959834566i,0.693844214658748 + 0.250350744119179i,0.377545136403404 + 0.755587369760598i,0.653061123041438 + 0.781684959834566i,0.654925236618150 + 0.851278533365148i,0.653061123041438 + 0.781684959834566i,0.00000000000000 + 0.00000000000000i,0.208532172114849 + 0.714576871072934i,0.653061123041438 + 0.781684959834566i,0.979280998966038 + 0.799083353217212i,0.693844214658748 + 0.250350744119179i,0.653061123041438 + 0.781684959834566i,0.377545136403404 + 0.755587369760598i,0.208532172114849 + 0.714576871072934i,0.693844214658748 + 0.250350744119179i,0.377545136403404 + 0.755587369760598i,0.693844214658748 + 0.250350744119179i,0.377545136403404 + 0.755587369760598i,0.979280998966038 + 0.799083353217212i,0.208532172114849 + 0.714576871072934i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,1.45773681698879 + 0.838229738328164i,0.693844214658748 + 0.250350744119179i,0.377545136403404 + 0.755587369760598i,0.275578123757258 + 0.755587369760598i,0.208532172114849 + 0.714576871072934i,1.45773681698879 + 0.838229738328164i,0.208532172114849 + 0.714576871072934i,0.00000000000000 + 0.00000000000000i,0.693844214658748 + 0.250350744119179i,0.653061123041438 + 0.781684959834566i,0.693844214658748 + 0.250350744119179i,0.00000000000000 + 0.00000000000000i,0.979280998966038 + 0.799083353217212i,0.653061123041438 + 0.781684959834566i,0.979280998966038 + 0.799083353217212i,0.275578123757258 + 0.755587369760598i,0.653061123041438 + 0.781684959834566i,0.979280998966038 + 0.799083353217212i,0.651197009464726 + 0.786034558180227i,0.00000000000000 + 0.00000000000000i,0.693844214658748 + 0.250350744119179i,0.275578123757258 + 0.755587369760598i,0.653061123041438 + 0.781684959834566i,0.208532172114849 + 0.714576871072934i,0.377545136403404 + 0.755587369760598i,0.275578123757258 + 0.755587369760598i,0.275578123757258 + 0.755587369760598i,0.653061123041438 + 0.781684959834566i,1.45773681698879 + 0.838229738328164i,0.693844214658748 + 0.250350744119179i,0.654925236618150 + 0.851278533365148i,0.654925236618150 + 0.851278533365148i,1.45773681698879 + 0.838229738328164i,0.653061123041438 + 0.781684959834566i,0.651197009464726 + 0.786034558180227i,0.208532172114849 + 0.714576871072934i,0.248942077016704 + 0.200744395438831i,0.654925236618150 + 0.851278533365148i,0.00000000000000 + 0.00000000000000i,0.275578123757258 + 0.755587369760598i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.693844214658748 + 0.250350744119179i,0.377545136403404 + 0.755587369760598i,0.979280998966038 + 0.799083353217212i,0.208532172114849 + 0.714576871072934i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.693844214658748 + 0.250350744119179i,0.208532172114849 + 0.714576871072934i,0.979280998966038 + 0.799083353217212i,0.00000000000000 + 0.00000000000000i,0.208532172114849 + 0.714576871072934i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.275578123757258 + 0.755587369760598i,0.00000000000000 + 0.00000000000000i,0.693844214658748 + 0.250350744119179i,0.275578123757258 + 0.755587369760598i,1.45773681698879 + 0.838229738328164i,1.45525133221984 + 0.843822079058300i,0.275578123757258 + 0.755587369760598i,0.653061123041438 + 0.781684959834566i,0.00000000000000 + 0.00000000000000i,0.418576129497409 + 0.223859402590060i,0.00000000000000 + 0.00000000000000i,0.208532172114849 + 0.714576871072934i,0.654925236618150 + 0.851278533365148i,0.654925236618150 + 0.851278533365148i,1.45773681698879 + 0.838229738328164i,0.00000000000000 + 0.00000000000000i,1.45773681698879 + 0.838229738328164i,0.00000000000000 + 0.00000000000000i,0.693844214658748 + 0.250350744119179i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.275578123757258 + 0.755587369760598i,0.693844214658748 + 0.250350744119179i,0.377545136403404 + 0.755587369760598i,1.45525133221984 + 0.843822079058300i,0.653061123041438 + 0.781684959834566i,0.979280998966038 + 0.799083353217212i,0.00000000000000 + 0.00000000000000i,0.208532172114849 + 0.714576871072934i,0.208532172114849 + 0.714576871072934i,0.208532172114849 + 0.714576871072934i,0.377545136403404 + 0.755587369760598i,0.00000000000000 + 0.00000000000000i,0.377545136403404 + 0.755587369760598i,0.208532172114849 + 0.714576871072934i,0.00000000000000 + 0.00000000000000i,0.00000000000000 + 0.00000000000000i,0.275578123757258 + 0.755587369760598i,0.653061123041438 + 0.781684959834566i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.00000000000000 + 0.00000000000000i,0.653061123041438 + 0.781684959834566i,0.693844214658748 + 0.250350744119179i,0.653061123041438 + 0.781684959834566i,0.653061123041438 + 0.781684959834566i,0.653061123041438 + 0.781684959834566i,0.275578123757258 + 0.755587369760598i,0.693844214658748 + 0.250350744119179i,0.00000000000000 + 0.00000000000000i,0.208532172114849 + 0.714576871072934i,0.275578123757258 + 0.755587369760598i
