1,2,3,0,100
2,3,1,0,1
3,4,1,0,2
2,7,1,0,3
2,9,1,0,4
3,10,1,0,5
3,11,1,0,6
10,12,1,0,7
4,6,2,0,100
4,5,4,0,100
9,8,4,0,100

