1,1,0.977416885,0.101967013,0.101097093,0.979280999,0.101967013,0.977416885,0.803432952,0.343866818,0.293660025,0.799083353,0.343866818,0.803432952,2.849608288,-0.745645431,-0.408800107,2.998737374,-0.745645431,2.849608288
2,1,0.653061123,0.101967013,0.101097093,0.654925237,0.101967013,0.653061123,0.855628132,0.343866818,0.293660025,0.851278533,0.343866818,0.855628132,2.986931321,-0.809025292,-0.436264714,3.156565657,-0.809025292,2.986931321
3,1,0.693844215,0.133802041,0.133802041,0.693844215,0.133802041,0.693844215,0.250350744,0.005405668,0.005405668,0.250350744,0.005405668,0.250350744,20.65402439,-5.313882644,-5.313882644,20.65402439,-5.313882644,20.65402439
4,1,0.693844215,0.133802041,0.133802041,0.693844215,0.133802041,0.693844215,0.250350744,0.005405668,0.005405668,0.250350744,0.005405668,0.250350744,20.65402439,-5.313882644,-5.313882644,20.65402439,-5.313882644,20.65402439
5,1,0,0,0,0,0,0.652439752,0,0,0,0,0,0.856870874,0,0,0,0,0,2.620322318
6,1,0.651197009,0.101967013,0.101097093,0.653061123,0.101967013,0.651197009,0.786034558,0.343866818,0.293660025,0.78168496,0.343866818,0.786034558,2.950891792,-0.79224827,-0.429056808,3.114933787,-0.79224827,2.950891792
7,1,0,0,0,0,0,0.652439752,0,0,0,0,0,0.856870874,0,0,0,0,0,2.620322318
8,1,0.693844215,0.133802041,0.133802041,0.693844215,0.133802041,0.693844215,0.250350744,0.005405668,0.005405668,0.250350744,0.005405668,0.250350744,20.65402439,-5.313882644,-5.313882644,20.65402439,-5.313882644,20.65402439
9,1,0.273776147,0.101967013,0.101097093,0.275578124,0.101967013,0.273776147,0.759315597,0.343866818,0.293660025,0.75558737,0.343866818,0.759315597,3.119283385,-0.873026525,-0.462610853,3.310044341,-0.873026525,3.119283385
10,1,1.455872703,0.101967013,0.101097093,1.457736817,0.101967013,1.455872703,0.842579337,0.343866818,0.293660025,0.838229738,0.343866818,0.842579337,2.622186431,-0.643740555,-0.363067188,2.740868329,-0.643740555,2.622186431
11,1,0,0,0,0,0,0.652439752,0,0,0,0,0,0.856870874,0,0,0,0,0,2.620322318
12,1,0.649332896,0.101967013,0.101097093,0.651197009,0.101967013,0.649332896,0.803432952,0.343866818,0.293660025,0.799083353,0.343866818,0.803432952,2.849608288,-0.745645431,-0.408800107,2.998737374,-0.745645431,2.849608288
13,1,0.693844215,0.133802041,0.133802041,0.693844215,0.133802041,0.693844215,0.250350744,0.005405668,0.005405668,0.250350744,0.005405668,0.250350744,20.65402439,-5.313882644,-5.313882644,20.65402439,-5.313882644,20.65402439
14,1,0.651197009,0.101967013,0.101097093,0.653061123,0.101967013,0.651197009,0.786034558,0.343866818,0.293660025,0.78168496,0.343866818,0.786034558,2.950891792,-0.79224827,-0.429056808,3.114933787,-0.79224827,2.950891792
15,1,1.455872703,0.101967013,0.101097093,1.457736817,0.101967013,1.455872703,0.842579337,0.343866818,0.293660025,0.838229738,0.343866818,0.842579337,2.622186431,-0.643740555,-0.363067188,2.740868329,-0.643740555,2.622186431
