1.00E+00,2.00E+00,1,0,0,0,0
2.00E+00,3.00E+00,2,4,3,0,100
3.00E+00,4.00E+00,3,0,0,0,0
4,5,4,0,0,0,0
5,6,5,0,0,0,0
6,7,6,4,3,0,100
7,8,7,0,0,0,0
5,9,8,0,0,0,0
9,10,9,0,0,0,0
10,11,10,0,0,0,0
11,12,11,0,0,0,0
12,13,12,0,0,0,0
13,14,13,0,0,0,0
14,15,14,0,0,0,0
13,16,15,0,0,0,0
16,17,16,0,0,0,0
17,18,17,0,0,0,0
18,19,18,0,0,0,0
