1,2,3,0,100
2,3,1,0,1
3,4,3,0,100
3,5,1,0,2
5,6,1,0,3
6,7,1,0,4
6,8,1,0,5
8,11,1,0,6
8,9,4,0,100
10,8,2,0,100
3,12,2,0,100
